"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 30 15:58:44 GMT 2023","Sun Jul 30 15:58:46 GMT 2023","1550","tests","test_registration_and_login","TestRegistrationAndLoginForm","","","test_registration_form",""
"passed","Sun Jul 30 15:58:49 GMT 2023","Sun Jul 30 15:58:50 GMT 2023","898","tests","test_contact_message","TestContactMessageForm","","","test_contact_message_form",""
"passed","Sun Jul 30 15:58:57 GMT 2023","Sun Jul 30 15:59:00 GMT 2023","2858","tests","test_shopping_cart","TestShoppingCart","","","test_shopping_cart",""
"passed","Sun Jul 30 15:58:46 GMT 2023","Sun Jul 30 15:58:48 GMT 2023","1682","tests","test_registration_and_login","TestRegistrationAndLoginForm","","","test_login_form",""
"passed","Sun Jul 30 15:58:55 GMT 2023","Sun Jul 30 15:58:56 GMT 2023","1389","tests","test_shopping_cart","TestShoppingCart","","","test_add_product_cart[category_locator2-product_locator2]",""
"passed","Sun Jul 30 15:58:53 GMT 2023","Sun Jul 30 15:58:54 GMT 2023","1316","tests","test_shopping_cart","TestShoppingCart","","","test_add_product_cart[category_locator1-product_locator1]",""
"passed","Sun Jul 30 15:58:50 GMT 2023","Sun Jul 30 15:58:52 GMT 2023","1570","tests","test_shopping_cart","TestShoppingCart","","","test_add_product_cart[category_locator0-product_locator0]",""
